edinetCode	companyName.x	fiscalYear	NotesAdditionalInfo	NotesAdditionalInfoConsolidate	textCorona	withCorona	withDTA	withFA	lengthofNotes	secCode	industry	market	auditFirm	GAAP
E01137	日本碍子株式会社	第154期(自2019年４月１日至2020年３月31日)	(追加情報)（移転価格税制に基づく更正処分に対して提起した取消訴訟について）当社は、2007年３月期から2010年３月期までの事業年度におけるポーランド子会社との取引に関し、2012年３月に名古屋国税局より移転価格税制に基づき受けた更正処分（追徴税額約62億円）につき、2016年12月に東京地方裁判所に対して取消訴訟を提起しており、現在も同裁判所において審理中です。上記の更正処分に続き、当社は、2011年３月期から2015年３月期までの事業年度における上記ポーランド子会社との取引に関しても同様に、2017年６月に名古屋国税局より移転価格税制に基づく更正処分を受け、地方税を含めた追徴税額約85億円を納付いたしましたが、処分の取消しを求め、2018年７月に名古屋国税不服審判所へ審査請求を行い、2019年７月に当該処分を一部取り消す旨の裁決書を受領しておりました。しかしながら、この段階では法人税額・地方税額等約４億円の還付に止まったことから、当社としては全額が取り消されるべきと考え、2019年12月に東京地方裁判所に対し更正処分の取消訴訟を提起しました。なお、2016年３月期以降の事業年度につきましては上記の経緯を踏まえ、同様の課税を受けるとした場合の税額を見積り、決算に反映しております。	(追加情報)（移転価格税制に基づく更正処分に対して提起した取消訴訟について）当社は、2007年３月期から2010年３月期までの事業年度におけるポーランド子会社との取引に関し、2012年３月に名古屋国税局より移転価格税制に基づき受けた更正処分（追徴税額約62億円）につき、2016年12月に東京地方裁判所に対して取消訴訟を提起しており、現在も同裁判所において審理中です。上記の更正処分に続き、当社は、2011年３月期から2015年３月期までの事業年度における上記ポーランド子会社との取引に関しても同様に、2017年６月に名古屋国税局より移転価格税制に基づく更正処分を受け、地方税を含めた追徴税額約85億円を納付いたしましたが、処分の取消しを求め、2018年７月に名古屋国税不服審判所へ審査請求を行い、2019年７月に当該処分を一部取り消す旨の裁決書を受領しておりました。しかしながら、この段階では法人税額・地方税額等約４億円の還付に止まったことから、当社としては全額が取り消されるべきと考え、2019年12月に東京地方裁判所に対し更正処分の取消訴訟を提起しました。なお、2016年３月期以降の連結会計年度につきましては上記の経緯を踏まえ、同様の課税を受けるとした場合の税額を見積り、連結財務諸表に反映しております。	NA	NA	NA	NA	NA	5333	ガラス・土石製品	東証一部、名証一部	有限責任監査法人トーマツ	日本基準
E01142	日本コンクリート工業株式会社	第89期(自2019年４月１日至2020年３月31日)	NA	"（追加情報）（従業員等に信託を通じて自社の株式を交付する取引）１．取引の概要当社は、2018年８月９日開催の取締役会において、当社の中長期的な業績の向上達成意欲と株主価値の増大への貢献意識を高めることを目的として、2015年８月より導入しております「役員報酬ＢＩＰ信託」（以下「ＢＩＰ信託」という。）および「株式付与ＥＳＯＰ信託」（以下「ＥＳＯＰ信託」という。）に対して、新たな対象期間を３年間（2018年８月９日から2021年８月31日まで）とするＢＩＰ信託およびＥＳＯＰ信託の継続を決議し、期間延長の契約締結により再導入しております。２．信託に残存する自社の株式信託に残存する当社株式を、信託における帳簿価額（付随費用の金額を除く。）により、純資産の部に自己株式として計上しております。当該自己株式の帳簿価額及び株式数は、ＢＩＰ信託が前連結会計年度末30,983千円、73,206株、当連結会計年度末27,168千円、64,194株、ＥＳＯＰ信託が前連結会計年度末34,606千円、87,736株、当連結会計年度末27,677千円、70,170株であります。"	NA	NA	NA	NA	NA	5269	ガラス・土石製品	東証一部	有限責任監査法人トーマツ	日本基準
E01143	旭コンクリート工業株式会社	第140期(自2019年4月１日至2020年3月31日)	(追加情報）〇新型コロナウイルス感染症の影響等について当事業年度における財務諸表への影響は、建設土木業界において、出荷及び工事の遅延等もなく限定的であります。翌年度の財務諸表への影響は、当事業年度末において当社が把握している情報をもとに新型コロナウイルス感染症の影響を織り込んだ結果、軽微であると考えております。ただし、さらなる事態が長期にわたり収束されないことや深刻化した場合は、販売機会の減少や工事の延期等も想定されることから、財務諸表に影響を及ぼす可能性があります。	NA	NA	NA	NA	NA	NA	5268	ガラス・土石製品	東証二部	新創監査法人	日本基準
E01156	リソルホールディングス株式会社	第127期（自2019年４月１日至2020年３月31日）	（追加情報）  該当事項はありません。  	（追加情報） 該当事項はありません。	NA	NA	NA	NA	NA	5261	サービス業	東証一部	太陽有限責任監査法人	日本基準
E01161	株式会社ピーエス三菱	第72期（自2019年４月１日至2020年３月31日）	"（追加情報）  （取締役及び執行役員に対する業績連動型株式報酬制度）   当社は、2016年６月28日開催の第68回定時株主総会において、当社取締役及び執行役員（社外取締役及び海外居住者を除く。以下「取締役等」という。）へのインセンティブプランとして、2016年度から業績連動型株式報酬制度（以下「本制度」という。）を導入することを決議しました。本制度は取締役等の報酬と当社グループ業績との連動性をより明確にし、当社の中長期的な業績の向上と企業価値の増大への貢献意識を高めることを目的としております。信託に関する会計処理については、「従業員等に信託を通じて自社の株式を交付する取引に関する実務上の取扱い」（実務対応報告第30号2015年３月26日）に準じております。   １取引の概要   役員報酬ＢＩＰ（BoardIncentivePlan）信託と称される仕組みを採用し、当社が拠出する取締役等の報酬額を原資として役員報酬ＢＩＰ信託により取得した当社株式を各連結会計年度の業績目標の達成度等に応じて当社取締役等に交付します。   ２信託に残存する当社株式   信託に残存する当社株式を、信託における帳簿価額（付随費用の金額を除く。）により、純資産の部に自己株式として計上しております。当該自己株式の帳簿価額及び株式数は、前事業年度末206百万円及び580,698株、当事業年度末477百万円及び956,700株であります。  "	"（追加情報）  （取締役及び執行役員に対する業績連動型株式報酬制度）   当社は、2016年６月28日開催の第68回定時株主総会において、当社取締役及び執行役員（社外取締役及び海外居住者を除く。以下「取締役等」という。）へのインセンティブプランとして、2016年度から業績連動型株式報酬制度（以下「本制度」という。）を導入することを決議しました。本制度は取締役等の報酬と当社グループ業績との連動性をより明確にし、当社の中長期的な業績の向上と企業価値の増大への貢献意識を高めることを目的としております。信託に関する会計処理については、「従業員等に信託を通じて自社の株式を交付する取引に関する実務上の取扱い」（実務対応報告第30号2015年３月26日）に準じております。   １取引の概要   役員報酬ＢＩＰ（BoardIncentivePlan）信託と称される仕組みを採用し、当社が拠出する取締役等の報酬額を原資として役員報酬ＢＩＰ信託により取得した当社株式を各連結会計年度の業績目標の達成度等に応じて当社取締役等に交付します。   ２信託に残存する当社株式   信託に残存する当社株式を、信託における帳簿価額（付随費用の金額を除く。）により、純資産の部に自己株式として計上しております。当該自己株式の帳簿価額及び株式数は、前連結会計年度末206百万円及び580,698株、当連結会計年度末477百万円及び956,700株であります。  "	NA	NA	NA	NA	NA	1871	建設業	東証一部	有限責任あずさ監査法人	日本基準
E01163	株式会社エーアンドエーマテリアル	第20期(自2019年４月１日至2020年３月31日)	NA	"(追加情報)(役員向け株式給付信託について)当社は、当社の取締役及び執行役員並びに当社子会社の取締役（当社及び当社子会社のいずれにおいても社外取締役を除きます。以下、「対象役員」といいます。）の報酬と当社の業績及び株式価値との連動性をより明確にし、中長期的な業績の向上と企業価値の増大に資することを目的として、業績連動型株式報酬制度「株式給付信託（BBT）」を導入しております。イ．取引の概要本制度は、当社が拠出する金銭を原資として当社株式が信託（以下、本制度に基づき設定される信託を「本信託」といいます。）を通じて取得され、対象役員に対して、当社が定める役員株式給付規程に従って、当社株式及び当社株式を時価で換算した金額相当の金銭（以下「当社株式等」といいます。）が本信託を通じて給付される業績連動型株式報酬制度です。なお、対象役員が当社株式等の給付を受ける時期は、原則として対象役員の退任時となります。ロ．会計処理株式給付信託（BBT）については、「従業員等に信託を通じて自社の株式を交付する取引に関する実務上の取扱い」（実務対応報告第30号2015年３月26日）に準じて、総額法を適用しております。ハ．信託が保有する自己株式本信託が保有する当社株式は、連結貸借対照表の純資産の部に自己株式として表示しております。当該自己株式の帳簿価額及び株式数は、前連結会計年度171百万円、136,200株、当連結会計年度166百万円、131,700株であります。"	NA	NA	NA	NA	NA	5391	ガラス・土石製品	東証一部	ＥＹ新日本有限責任監査法人	日本基準
E01173	ＳＥＣカーボン株式会社	第100期(自2019年４月１日至2020年３月31日)	NA	NA	NA	NA	NA	NA	NA	5304	ガラス・土石製品	東証二部	有限責任監査法人トーマツ	日本基準
E01174	株式会社スパンクリートコーポレーション	第58期（自2019年４月１日至2020年３月31日）	NA	NA	NA	NA	NA	NA	NA	5277	ガラス・土石製品	ＪＱＳ	有限責任監査法人トーマツ	日本基準
E01177	ジャニス工業株式会社	第86期(自2019年４月１日至2020年３月31日)	(追加情報)(従業員等に信託を通じて自社の株式を交付する取引)従業員等に信託を通じて自社の株式を交付する取引に関する注記については、連結財務諸表「注記事項（追加情報）」に同一の内容を記載しているため注記を省略しております。	"(追加情報)(従業員等に信託を通じて自社の株式を交付する取引)当社は、当社の株価や業績と従業員の処遇の連動性をより高め、経済的な効果を株主の皆様と共有することにより、株価及び業績向上への従業員の意欲や士気を高めるため、従業員に対して自社の株式を給付するインセンティブプラン「株式給付信託（Ｊ-ＥＳＯＰ）」を導入しております。当連結会計年度末において株式給付信託口が保有する当社株式は、連結貸借対照表の純資産の部に自己株式として計上しております。当該自己株式の帳簿価額および株式数は、当連結会計年度81,533千円、98,600株であります。"	NA	NA	NA	NA	NA	5342	ガラス・土石製品	名証二部	有限責任あずさ監査法人	日本基準
E01182	京セラ株式会社	第66期（自2019年4月1日至2020年3月31日）	NA	NA	NA	NA	NA	NA	NA	6971	電気機器	東証一部	ＰｗＣ京都監査法人	IFRS基準
E01186	不二硝子株式会社	第87期（自2019年４月１日至2020年３月31日）	NA	NA	NA	NA	NA	NA	NA	5212	ガラス・土石製品	ＪＱＳ	監査法人元和	日本基準
E01188	株式会社ニッカトー	第150期(自2019年４月１日至2020年３月31日)	(追加情報)（新型コロナウィルス感染症の会計上の見積りに対する影響）当社では、繰延税金資産の回収可能性等の会計上の見積りについて財務諸表作成時において入手可能な情報に基づいております。新型コロナウィルス感染症に伴い、事業活動の制約を受け受注・売上ともに影響がでております。今後は、政府の「緊急事態宣言」の全面解除により、感染症対策を講じながらの活動とはなりますが、徐々に回復していくものと仮定し、会計上の見積りを行っております。	NA	NA	NA	NA	NA	NA	5367	ガラス・土石製品	東証一部	清稜監査法人	日本基準
E01195	クニミネ工業株式会社	第86期（自2019年４月１日至2020年３月31日）	NA	【追加情報】 感染拡大に伴う経済への影響は概ね３年は続くとの仮定のもと、当連結会計年度において、繰延税金資産の回収可能性などの会計上の見積りを行っております。 なお、この仮定は不確実性が高く、その影響が長期化した場合には将来において損失が発生する可能性があります。 	NA	NA	NA	NA	NA	5388	ガラス・土石製品	東証一部	東陽監査法人	日本基準
E01200	日本興業株式会社	第65期(自2019年４月１日至2020年３月31日)	NA	NA	NA	NA	NA	NA	NA	5279	ガラス・土石製品	ＪＱＳ	有限責任監査法人トーマツ	日本基準
E01204	株式会社鶴弥	第53期（自2019年４月１日至2020年３月31日）	NA	NA	NA	NA	NA	NA	NA	5386	ガラス・土石製品	東証二部、名証二部	監査法人東海会計社	日本基準
E01206	ジオスター株式会社	第51期(自2019年４月１日至2020年３月31日)	NA	NA	NA	NA	NA	NA	NA	5282	ガラス・土石製品	東証二部	有限責任あずさ監査法人	日本基準
E01207	株式会社フジミインコーポレーテッド	第68期（自2019年４月１日至2020年３月31日）	（追加情報）  （業績連動型株式報酬制度「株式給付信託（ＢＢＴ）」について）   取締役（社外取締役を除く）に信託を通じて当社株式を交付する取引に関する注記については、連結財務諸表「注記事項（追加情報）」に同一の内容を記載しているため、注記を省略しております。    （業績連動型株式給付制度「株式給付信託（Ｊ－ＥＳＯＰ）」について）  当社の従業員に信託を通じて当社株式を交付する取引に関する注記については、連結財務諸表「注記事項（追加情報）」に同一の内容を記載しているため、注記を省略しております。  	"（追加情報）  （業績連動型株式報酬制度株式給付信託（ＢＢＴ）について）   当社は、2017年６月23日開催の第65期定時株主総会の決議に基づき、取締役（社外取締役を除く）の報酬と当社の業績及び株式価値との連動性をより明確にし、中長期的な業績の向上と企業価値の増大に貢献する意識を高めることを目的として、業績連動型株式報酬制度株式給付信託（ＢＢＴ）を導入しております。   (1)取引の概要   本制度は、あらかじめ当社が定めた役員株式給付規程に基づき、一定の要件を満たした当社の取締役に対し当社株式等を給付する仕組みです。   当社は、取締役に対し役位・業績達成度等に応じてポイントを付与し、役員株式給付規程に定める一定の条件により受給権を取得したときに当該付与ポイントに相当する当社株式等を給付します。取締役に対し給付する株式等については、あらかじめ信託設定した金銭により取得し、信託財産として分別管理するものとします。なお、取締役が当社株式等の給付を受ける時期は、原則として取締役の退任時となります。   (2)信託に残存する自社の株式   当社は、信託に残存する当社株式を、信託における帳簿価額（付随費用の金額を除く）により、純資産の部に自己株式として計上しております。当連結会計年度末における当該自己株式の帳簿価額及び株式数は、それぞれ87百万円及び33,200株です。    （業績連動型株式給付制度株式給付信託（Ｊ－ＥＳＯＰ）について）   当社は、2017年４月18日開催の取締役会決議に基づき、従業員のインセンティブプランの一環として、業績連動型株式給付制度株式給付信託（Ｊ－ＥＳＯＰ）を導入しております。   (1)取引の概要   本制度は、あらかじめ当社が定めた株式給付規程に基づき、一定の要件を満たした当社の従業員に対し当社株式等を給付する仕組みです。   当社は、従業員に対し役職・業績達成度等に応じてポイントを付与し、株式給付規程に定める一定の条件により受給権を取得したときに当該付与ポイントに相当する当社株式等を給付します。従業員に対し給付する株式等については、あらかじめ信託設定した金銭により取得し、信託財産として分別管理するものとします。   (2)信託に残存する自社の株式   当社は、信託に残存する当社株式を、信託における帳簿価額（付随費用の金額を除く）により、純資産の部に自己株式として計上しております。当連結会計年度末の当該自己株式の帳簿価額及び株式数は、それぞれ736百万円及び278,000株です。   "	NA	NA	NA	NA	NA	5384	ガラス・土石製品	東証一部、名証一部	有限責任監査法人トーマツ	日本基準
E01210	株式会社ＭＡＲＵＷＡ	第47期（自2019年４月１日至2020年３月31日）	NA	NA	NA	NA	NA	NA	NA	5344	ガラス・土石製品	東証一部、名証一部	有限責任あずさ監査法人	日本基準
E01212	株式会社ヤマックス	第57期（自2019年４月１日至2020年３月31日）	"（追加情報）  （役員退職慰労金制度の廃止）   役員の退職慰労金の支出に備えるため、内規に基づく期末要支給額を計上しておりましたが、2019年６月26日開催の第56回定時株主総会終結の時をもって役員退職慰労金制度を廃止しております。同制度廃止に伴い、在任期間に対する役員退職慰労金の打ち切り支給を同株主総会で決議いたしました。   これに伴い、「役員退職慰労引当金」の打ち切り支給額214,595千円を固定負債の「長期未払金」に振替計上しております。   （取締役に対する株式報酬制度の導入）   当社は、当事業年度より、取締役（社外取締役を除く）の報酬と当社の株式価値との連動性をより明確にし、取締役が株価上昇によるメリットのみならず、株価下落リスクまでも株主の皆様と共有することで、中長期的な業績の向上と企業価値の増大に貢献する意識を高めることを目的として、取締役に対する株式報酬制度（以下「本制度」という）を導入しております。   １．取引の概要   本制度は、当社が拠出する金銭を原資として当社株式が信託（以下、本制度に基づき設定される信託を「本信託」という）を通じて取得され、取締役に対して、当社が定める役員株式給付規程に従って、当社株式及び当社株式を時価で換算した金額相当の金銭（以下「当社株式等」という）が本信託を通じて給付される株式報酬制度であります。なお、取締役が当社株式等の給付を受ける時期は、原則として取締役の退任時となります。   ２．信託に残存する自社の株式   信託に残存する当社株式は、信託における帳簿価額により貸借対照表の純資産の部に自己株式として計上しております。なお、当事業年度末における当該自己株式の帳簿価額及び株式数は、55,770千円及び30,000株であります。  "	"（追加情報）  （役員退職慰労金制度の廃止）   役員の退職慰労金の支出に備えるため、内規に基づく期末要支給額を計上しておりましたが、2019年６月26日開催の第56回定時株主総会終結の時をもって役員退職慰労金制度を廃止しております。同制度廃止に伴い、在任期間に対する役員退職慰労金の打ち切り支給を同株主総会で決議いたしました。   これに伴い、「役員退職慰労引当金」の打ち切り支給額214,595千円を固定負債の「その他」に振替計上しております。   （取締役に対する株式報酬制度の導入）   当社は、当連結会計年度より、取締役（社外取締役を除く）の報酬と当社の株式価値との連動性をより明確にし、取締役が株価上昇によるメリットのみならず、株価下落リスクまでも株主の皆様と共有することで、中長期的な業績の向上と企業価値の増大に貢献する意識を高めることを目的として、取締役に対する株式報酬制度（以下「本制度」という）を導入しております。   １．取引の概要   本制度は、当社が拠出する金銭を原資として当社株式が信託（以下、本制度に基づき設定される信託を「本信託」という）を通じて取得され、取締役に対して、当社が定める役員株式給付規程に従って、当社株式及び当社株式を時価で換算した金額相当の金銭（以下「当社株式等」という）が本信託を通じて給付される株式報酬制度であります。なお、取締役が当社株式等の給付を受ける時期は、原則として取締役の退任時となります。   ２．信託に残存する自社の株式   信託に残存する当社株式は、信託における帳簿価額により連結貸借対照表の純資産の部に自己株式として計上しております。なお、当連結会計年度末における当該自己株式の帳簿価額及び株式数は、55,770千円及び30,000株であります。 "	NA	NA	NA	NA	NA	5285	ガラス・土石製品	ＪＱＳ	有限責任監査法人トーマツ	日本基準
E01216	株式会社イトーヨーギョー	第71期(自2019年４月１日至2020年３月31日)	"(追加情報)(株式給付型ＥＳＯＰ制度について)当社は、従業員の新しい福利厚生サービスとして当社の株式を給付し、当社の株価や業績との連動性をより高め、経済的な効果を株主の皆様と共有することにより、株価上昇及び業績向上への従業員の意欲や士気を高めることを目的として、「株式給付型ＥＳＯＰ」（以下「本制度」という）を導入しております。①取引の概要本制度は、予め当社が定めた株式給付規程に基づき、一定の資格等級以上の当社の従業員が退職した場合等に、退職者等に対し当社株式を給付する仕組みです。当社は、従業員に当社の業績と従業員の人事考課結果に応じてポイントを付与し、従業員の退職時等に累積したポイントに相当する当社株式を給付します。退職者等に対し給付する株式については、予め信託設定した金銭により将来分も含め取得し、信託財産として分別管理するものとします。当該信託設定に係る金銭は全額当社が拠出するため、従業員の負担はありません。本制度の導入により、従業員は当社株式の株価上昇による経済的利益を収受することができるため、株価を意識した業績向上への勤労意欲を高める効果が期待できます。また、本信託の信託財産である当社株式についての議決権行使には、受益者候補である従業員の意思が反映されるため、従業員の経営参画意識を高める効果が期待できます。②信託に残存する自社の株式信託に残存する当社株式を、信託における帳簿価額(付随費用の金額を除く。)により、純資産の部に自己株式として計上しております。当該自己株式の帳簿価額及び株式数前事業年度38,703千円、248千株、当事業年度38,703千円、248千株(新型コロナウイルス感染症の感染拡大の影響に関する会計上の見積り)新型コロナウイルス感染症は、企業活動に広範な影響を与える事象であり、今後の拡がり方や収束時期を正確に予想することは困難であります。こうした状況の中、当社は、外部の情報等を踏まえて、今後１年程度の期間において当該影響が継続すると仮定し、会計上の見積りを行っております。同感染症が収束せず、当該影響が長期間継続することとなった場合には、将来キャッシュ・フロー等の前提条件に影響を与え、固定資産の減損損失が発生する可能性があります。"	NA	NA	NA	NA	NA	NA	5287	ガラス・土石製品	東証二部	監査法人アイ・ピー・オー	日本基準
E01217	テクノクオーツ株式会社	第44期(自2019年４月１日至2020年３月31日)	NA	NA	NA	NA	NA	NA	NA	5217	ガラス・土石製品	ＪＱＳ	監査法人Ａ＆Ａパートナーズ	日本基準
E01232	株式会社日本製鋼所	第94期（自2019年４月１日至2020年３月31日）	NA	NA	NA	NA	NA	NA	NA	5631	機械	東証一部	ＥＹ新日本有限責任監査法人	日本基準
E01244	日立金属株式会社	第83期（自2019年４月１日至2020年３月31日）	（追加情報）  当事業年度において、固定資産の減損や、繰延税金資産の回収可能性の評価等の、将来キャッシュ・フロー及び将来課税所得の見積りを要する会計処理に際して、当社は、グローバルに幅広い事業活動を行っているため、セグメントや地域により状況は異なるものの、新型コロナウイルス感染症の拡大に伴い現在生じている国内外の経済活動の停滞は、中長期的には回復すると仮定しております。   当社は、当該仮定は当事業年度末時点における最善の見積りであると判断していますが、想定以上に影響が長期化あるいは拡大した場合には、固定資産や繰延税金資産の回収可能性の評価等の、重要な会計上の見積り及び判断に影響を及ぼす可能性があります。  	NA	NA	NA	NA	NA	NA	5486	鉄鋼	東証一部	ＥＹ新日本有限責任監査法人	IFRS基準
E01247	株式会社淀川製鋼所	第121期（自2019年４月１日至2020年３月31日）	NA	NA	NA	NA	NA	NA	NA	5451	鉄鋼	東証一部	ＥＹ新日本有限責任監査法人	日本基準
E01253	丸一鋼管株式会社	第86期(自2019年４月１日至2020年３月31日)	(追加情報)従業員に信託を通じて自社の株式を交付する取引に関する注記については、「連結財務諸表「注記事項（追加情報）」」に同一の内容を記載しているので、注記を省略しております。	" (追加情報)当社は、2017年８月８日開催の取締役会決議に基づき、従業員インセンティブ・プラン「株式給付型ESOP」（以下「本制度」という）を導入しております。本制度は、予め当社が定めた株式給付規程に基づき、当社及び当社グループ会社の従業員（以下「当社グループ従業員」という）の年齢に応じてポイントを付与し、当社グループ従業員が付与された累計ポイントを当社株式に交換して給付する仕組みです。当社グループ従業員に対して給付する株式については、あらかじめ設定した信託（以下「本信託」という）により将来分も含めて取得し、信託財産として分別管理しております。本信託に関する会計処理については、経済的実態を重視する観点から、当社と本信託は一体であるとする会計処理を採用しており、本信託の資産及び負債並びに費用及び収益については、当社の連結貸借対照表、連結損益計算書及び連結包括利益計算書、連結株主資本等変動計算書及び連結キャッシュ・フロー計算書に含めて計上しております。従いまして、本信託が所有する当社株式は、連結貸借対照表の純資産の部において自己株式として表示しております。なお、本信託が所有する当社株式の帳簿価額は当連結会計年度末300百万円、また、株式数は当連結会計年度末89,000株であります。"	NA	NA	NA	NA	NA	5463	鉄鋼	東証一部	有限責任あずさ監査法人	日本基準
E01254	大平洋金属株式会社	第94期(自2019年４月１日至2020年３月31日)	NA	NA	NA	NA	NA	NA	NA	5541	鉄鋼	東証一部	有限責任あずさ監査法人	日本基準
E01259	大和工業株式会社	第101期(自2019年４月１日至2020年３月31日)	NA	NA	NA	NA	NA	NA	NA	5444	鉄鋼	東証一部	ＰｗＣあらた有限責任監査法人	日本基準
E01261	東京製鐵株式会社	第106期(自2019年４月１日至2020年３月31日)	(追加情報)新型コロナウイルス感染症の感染拡大の影響に関する会計上の見積り当社は、新型コロナウイルス感染症拡大の影響が少なくとも一定期間続くとの仮定のもと会計上の見積りを会計処理に反映している。しかしながら、新型コロナウイルス感染症拡大による影響は不確定要素が多く、翌事業年度の当社の財政状態、経営成績に影響を及ぼす可能性がある。	NA	NA	NA	NA	NA	NA	5423	鉄鋼	東証一部	有限責任あずさ監査法人	日本基準
E01264	ジェイエフイーホールディングス株式会社	第18期(自2019年４月１日至2020年３月31日)	NA	NA	NA	NA	NA	NA	NA	5411	鉄鋼	東証一部、名証一部	ＥＹ新日本有限責任監査法人	IFRS基準
E01266	共英製鋼株式会社	第76期（自2019年４月１日至2020年３月31日）	NA	NA	NA	NA	NA	NA	NA	5440	鉄鋼	東証一部	有限責任あずさ監査法人	日本基準
E01277	中日本鋳工株式会社	第109期(自2019年４月１日至2020年３月31日)	(追加情報)（新型コロナウイルス感染症による影響）当社は、新型コロナウイルス感染症の収束には少なくとも一定期間を要し、経済活動への影響も継続すると考えております。現時点で当社に及ぼす影響の予想は困難ではあるものの当社の事業計画の進捗状況等の情報に基づき検討し、当事業年度（2020年３月期）への影響は限定的であると仮定して会計上の見積りを行っております。しかしながら、感染の第二波・第三波の到来等により国内外経済の低迷が長期化・深刻化した場合、翌事業年度の当社の財務諸表に影響を及ぼす可能性があります。	NA	NA	NA	NA	NA	NA	6439	機械	名証二部	かがやき監査法人	日本基準
E01289	株式会社シンニッタン	第89期(自2019年４月１日至2020年３月31日)	"(追加情報)役員退職慰労制度の廃止当社は2019年３月15日開催の取締役会において、役員退職慰労金制度（以下「本制度」という。）を廃止することを決議し、2019年６月27日開催の第88回定時株主総会において、本制度廃止までの在任期間に応じた役員退職慰労金を打切り支給すること、ならびに支給時期は、当該役員の退任時とすることの決議がされた。これにより、「役員退職慰労引当金」を全額取崩し、打切り支給に伴う未払金102,444千円を長期未払金として計上している。従業員株式所有制度の概要従業員持株会に信託を通じて自社の株式を交付する取引に関する注記については、連結財務諸表「注記事項（追加情報）」に同一の内容を記載しているので、注記を省略している。"	"(追加情報)役員退職慰労金制度の廃止当社は、2019年３月15日開催の取締役会において、役員退職慰労制度（以下「本制度」という。）を廃止することを決議し、2019年６月27日開催の第88回定時株主総会において、本制度廃止までの在任期間に応じた役員退職慰労金を打切り支給すること、ならびに支給時期は、当該役員の退任時とすることの決議がされた。これにより、「役員退職慰労引当金」を全額取崩し、打切り支給に伴う未払金102,444千円を、長期未払金として計上し、固定負債の「その他」に含めている。従業員株式所有制度(1)取引の概要 従業員株式所有制度の概要当社は、当社の株価や業績と従業員の処遇の連動性をより高め、経済的な効果を株主の皆様と共有することにより、株価及び業績向上への従業員の意欲や士気を高めるため、従業員に対して自社の株式を給付するインセンティブ・プラン「株式給付信託（Ｊ－ＥＳＯＰ）」（以下「本制度」という。）を導入している。本制度は、予め当社が定めた株式給付規程に基づき、一定の要件を満たした当社の従業員に対し当社株式を給付する仕組である。当社は、従業員に対し個人の貢献度等に応じてポイントを付与し、従業員が一定の条件により受給権を取得したときに当該付与ポイントに相当する当社株式を給付する。従業員に対し給付する株式については、予め信託設定した金銭により将来分も含め取得し、信託財産として分別管理するものとする。本制度の導入により、従業員の株価及び業績向上への関心が高まり、これまで以上に意欲的に業務に取り組むことに寄与することが期待される。(2)信託に残存する自社の株式信託に残存する当社株式を、信託における帳簿価額（付随費用の金額を除く。）により、純資産の部に自己株式として計上している。当該自己株式の帳簿価額及び株式数は、前連結会計年度40,968千円、98,600株、当連結会計年度40,345千円、97,100株である。"	NA	NA	NA	NA	NA	6319	鉄鋼	東証一部	監査法人大手門会計事務所	日本基準
E01294	パウダーテック株式会社	第54期(自2019年４月１日至2020年３月31日)	NA	NA	NA	NA	NA	NA	NA	5695	鉄鋼	ＪＱＳ	有限責任あずさ監査法人	日本基準
E01296	株式会社サンユウ	第74期（自2019年４月１日至2020年３月31日）	NA	NA	NA	NA	NA	NA	NA	5697	鉄鋼	東証二部	有限責任あずさ監査法人	日本基準
E01298	株式会社エスイー	第39期（自2019年４月１日至2020年３月31日）	NA	NA	NA	NA	NA	NA	NA	3423	金属製品	ＪＱＳ	四谷監査法人	日本基準
E01300	株式会社エス・サイエンス	第101期(自2019年４月１日至2020年３月31日)	"(追加情報)(資産保有目的の変更)当事業会計年度（2020年３月31日）従来、固定資産に計上されていた「建物」178,480千円を保有目的変更により、流動資産の「販売用不動産」に振り替えております。"	NA	NA	NA	NA	NA	NA	5721	非鉄金属	東証一部	ＫＤＡ監査法人	日本基準
E01305	日本伸銅株式会社	2019年度（自2019年４月１日至2020年３月31日）	（追加情報） （会計上の見積りに対する新型コロナウイルス感染症の影響） 新型コロナウイルスの感染拡大により、世界的に外出や移動が制限される中、消費や企業の経済活動が停 滞する状況が続いており、当社においても、需要の減少により、今後、販売量が落ち込み、生産調整のため に工場を臨時休業することにより、売上高の減少等、当社の業績への影響が見込まれます。また、本感染拡 大の収束時期やその影響の程度を正確に予測することは困難であります。  固定資産に関する減損損失の認識要否の判断、繰延税金資産の回収可能性の判断等の会計上の見積りにつ   いて財務諸表作成時において入手可能な情報に基づき実施しております。新型コロナウイルス感染症の感染   拡大による当社事業への影響は、2020年秋まで続くものと仮定し、会計上の見積りを行っております。新型   コロナウイルス感染症の収束時期及び経済環境への影響が変化した場合には、上記の見積りの結果に影響   し、翌事業年度以降の財政状態及び経営成績に影響を及ぼす可能性があります。  	NA	NA	NA	NA	NA	NA	5753	非鉄金属	東証二部	ＥＹ新日本有限責任監査法人	日本基準
